County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2022,School Number,School Name,Instruction Type,Charter Type,AEA,Magnet Status,Residential Facility,NCES School ID,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2022,School Status,School Status Date,Update Date
'013,BEE COUNTY,'02,'03,'02,'013902,PAWNEE ISD,INDEPENDENT,'4834410,P O BOX 569,PAWNEE,TX,78145-0569,6229 FM798,PAWNEE,TX,78145-0569,(361) 456-7256,(361) 456-7388,ckelly@pawneeisd.net,www.pawneeisd.net/,DR CHAD KELLY   ,465,'013902101,PAWNEE EL / J H/HS,REGULAR INSTRUCTIONAL,,N,N,N,'483441003859,P O BOX 569,PAWNEE,TX,78145-0569,6229 FM 798,PAWNEE,TX,78145-0569,(361) 456-7256,(361) 456-7388,rrobinson@pawneeisd.net,www.pawneeisd.net,MR RAYMOND ROBINSON   ,'EE-09,465,Active, ,8/8/23 5:37
'013,BEE COUNTY,'02,'02,'02,'013903,PETTUS ISD,INDEPENDENT,'4834770,P O BOX D,PETTUS,TX,78146-1149,500 N MAY ST,PETTUS,TX,78146-1149,(361) 375-2296,(361) 375-2296,katie.atkins@pettusisd.com,www.pettusisd.com,DR KATIE ATKINS   ,401,'013903001,PETTUS SECONDARY,REGULAR INSTRUCTIONAL,,N,N,N,'483477003899,P O BOX D,PETTUS,TX,78146-1149,500 N MAY,PETTUS,TX,78146-1149,(361) 375-2296 ext:122 ,(361) 375-2565,hsprincipal@pettusisd.com,pettusisd.com,MR RICKY DELEON   ,'06-12,221,Active, ,8/8/23 5:37
'013,BEE COUNTY,'02,'03,'02,'013905,SKIDMORE-TYNAN ISD,INDEPENDENT,'4840410,224 W MAIN ST,SKIDMORE,TX,78389,224 W MAIN ST,SKIDMORE,TX,78389,(361) 287-3426 ext:2000,(361) 287-3442,ashley.santry@stbobcats.net,www.stbobcats.net,MR RICHARD WATERHOUSE   ,752,'013905001,SKIDMORE-TYNAN H S,REGULAR INSTRUCTIONAL,,N,N,N,'484041004576,224 W MAIN ST,SKIDMORE,TX,78389,213 W WALTON,SKIDMORE,TX,78389,(361) 287-3426 ext:3000,(361) 287-0146,ashley.santry@stbobcats.net,,MRS STELLA RESIO   ,'09-12,237,Active, ,8/8/23 5:37
'014,BELL COUNTY,'20,'20,'12,'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),CHARTER,'4800075,P O BOX 310618,NEW BRAUNFELS,TX,78131,401 E SONTERRA BLVD STE 375,SAN ANTONIO,TX,78258,(830) 557-6181,(830) 557-5424,info@rmaschools.org,www.rmaschools.org,DR ARMARD ANDERSON   ,1693,'014801001,RICHARD MILBURN ALTER H S (KILLEEN),ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,N,'480007508097,802 N 8TH ST,KILLEEN,TX,76541-4819,802 N 8TH ST,KILLEEN,TX,76541-4819,(254) 634-4444,(254) 634-4044,ncoleman@rma-tx.org,www.rmaschools.org,DERRICK SMITH   ,'09-12,157,Active,7/1/98,8/8/23 5:37
'014,BELL COUNTY,'12,'12,'12,'014803,PRIORITY CHARTER SCHOOLS,CHARTER,'4800076,275 FM 2483,MORGANS POINT RESORT,TX,76513,275 FM 2483,MORGANS POINT RESORT,TX,76513,(254) 206-2013,(254) 778-8690,smoger@prioritycharterschools.org,www.prioritycharterschools.org,DR SCOTT MOGER   ,751,'014803003,PRIORITY CHARTER SCHOOLS COPPERAS COVE,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480007613035,275 FM 2483,MORGANS POINT RESORT,TX,76513,2205 FM 3046,COPPERAS COVE,TX,76522,(254) 238-8231,(254) 247-3931,cnickerson@prioritycharterschools.org,www.prioritycharter.org,TRACEY PATTERSON   ,'PK-12,267,Active,8/26/13,8/8/23 5:37
'014,BELL COUNTY,'12,'12,'12,'014804,ORENDA CHARTER SCHOOL,CHARTER,'4800235,2951 WILLIAMS DR,GEORGETOWN,TX,78628,2951 WILLIAMS DR,GEORGETOWN,TX,78628,(512) 869-3020,(512) 869-3030,carla.silber@orendaeducation.org,www.orendaeducation.org,CARLA SILBER   ,1878,'014804002,NEW HORIZONS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,Y,'480023511986,P O BOX 549,GOLDTHWAITE,TX,76844,850 FM 574 W,GOLDTHWAITE,TX,76844,(325) 938-5513,(325) 938-5512,shelley.williams@orendaeducation.org,www.orendaeducation.org,MS SHELLEY WILLIAMS   ,'KG-12,48,Active,9/22/08,8/8/23 5:37
'014,BELL COUNTY,'12,'12,'12,'014901,ACADEMY ISD,INDEPENDENT,'4807470,704 E MAIN ST,LITTLE RIVER,TX,76554-9801,704 E MAIN ST,LITTLE RIVER,TX,76554-9801,(254) 982-4304,(254) 982-0023,billy.harlan@academyisd.net,www.academyisd.net/,MR BILLY HARLAN   ,1835,'014901001,ACADEMY H S,REGULAR INSTRUCTIONAL,,N,N,N,'480747000040,602 E MAIN ST,LITTLE RIVER,TX,76554-0548,602 E MAIN ST,LITTLE RIVER,TX,76554-0548,(254) 982-4201,(254) 982-4420,logan.chaney@academyisd.net,www.academyisd.net,MRS MEAGAN PRUETT   ,'09-12,530,Active, ,8/8/23 5:37
'014,BELL COUNTY,'13,'13,'12,'014902,BARTLETT ISD,INDEPENDENT,'4809540,P O BOX 170,BARTLETT,TX,76511-0170,404 N ROBINSON,BARTLETT,TX,76511-0170,(254) 527-4247 ext:409 ,(254) 527-3340,TCLEVENGER@bartlett.txed.net,www.bartlett.txed.net,DR TEDDY CLEVENGER   ,461,'014902001,BARTLETT SCHOOLS,REGULAR INSTRUCTIONAL,,N,N,N,'480954000406,P O BOX 170,BARTLETT,TX,76511-0170,404 N ROBINSON,BARTLETT,TX,76511-0170,(254) 527-4247 ext:409,(254) 527-3351,tclevenger@bartlett.txed.net,,LACEY CRUDDAS   MR AUSTIN CRAWLEY   ,'PK-12,461,Active, ,8/8/23 5:37
'014,BELL COUNTY,'12,'12,'12,'014903,BELTON ISD,INDEPENDENT,'4809860,P O BOX 269,BELTON,TX,76513-0269,400 N WALL,BELTON,TX,76513,(254) 215-2000,(254) 215-2001,matt.smith@bisd.net,www.bisd.net/,DR MATT SMITH   ,13644,'014903001,BELTON H S,REGULAR INSTRUCTIONAL,,N,N,N,'480986000454,600 LAKE RD,BELTON,TX,76513,600 LAKE RD,BELTON,TX,76513,(254) 215-2200,(254) 215-2201,BEN.SMITH@BISD.NET,www.bisd.net,CLAUDIA KNOX   ,'09-12,1941,Active, ,8/8/23 5:37
'014,BELL COUNTY,'12,'12,'12,'014905,HOLLAND ISD,INDEPENDENT,'4823370,P O BOX 217,HOLLAND,TX,76534-0217,105 S ROSE LN,HOLLAND,TX,76534-0217,(254) 657-0175,(254) 657-0172,sdowning@hollandisd.org,www.hollandisd.org,MR SHANE DOWNING   ,634,'014905001,HOLLAND H S,REGULAR INSTRUCTIONAL,,N,N,N,'482337002373,P O BOX 217,HOLLAND,TX,76534-0217,100 S ROSE LN,HOLLAND,TX,76534-0217,(254) 657-2523,(254) 657-2250,ASWICK@hollandisd.org,www.hollandisd.org,ALEX SWICK   ,'09-12,193,Active, ,8/8/23 5:37
'014,BELL COUNTY,'12,'12,'12,'014906,KILLEEN ISD,INDEPENDENT,'4825660,P O BOX 967,KILLEEN,TX,76540-0967,200 N W S YOUNG DR,KILLEEN,TX,76543-4025,(254) 336-0003,(254) 336-0010,Megan.Bradley@killeenisd.org,www.killeenisd.org,DR JO ANN FEY   ,43935,'014906001,KILLEEN H S,REGULAR INSTRUCTIONAL,,N,N,N,'482566002871,500 N 38TH ST,KILLEEN,TX,76543-4161,500 N 38TH ST,KILLEEN,TX,76543-4161,(254) 336-7208,(254) 336-0413,Kara.Trevino@killeenisd.org,www.killeenisd.org,DR KARA TREVINO   ,'09-12,2076,Active, ,8/8/23 5:37
'014,BELL COUNTY,'12,'12,'12,'014907,ROGERS ISD,INDEPENDENT,'4837710,1 EAGLE DR,ROGERS,TX,76569-9998,1 EAGLE DR,ROGERS,TX,76569-9998,(254) 642-3802,(254) 642-3851,joe.craig@rogersisd.org,www.rogersisd.org,JOE CRAIG   ,880,'014907001,ROGERS H S,REGULAR INSTRUCTIONAL,,N,N,N,'483771004225,1 EAGLE DR,ROGERS,TX,76569-9998,210 ALVIN AILEY,ROGERS,TX,76569-9998,(254) 642-3224,(254) 642-3851,lmoses@rogersisd.org,www.rogersisd.org,LEE VI MOSES   ,'09-12,280,Active, ,8/8/23 5:37
'014,BELL COUNTY,'12,'12,'12,'014908,SALADO ISD,INDEPENDENT,'4838580,P O BOX 98,SALADO,TX,76571-0098,601 N MAIN ST,SALADO,TX,76571-0098,(254) 947-6900 ext:7005,(254) 947-5605,michael.novotny@saladoisd.org,www.saladoisd.org,DR MICHAEL NOVOTNY   ,2336,'014908001,SALADO H S,REGULAR INSTRUCTIONAL,,N,N,N,'483858004288,P O BOX 98,SALADO,TX,76571-0098,1880 WILLIAMS RD,SALADO,TX,76571-0098,(254) 947-6900 ext:1000,(254) 947-6984,beth.aycock@saladoisd.org,www.saladoisd.org,MR BRANDON BOYD   ,'09-12,716,Active, ,8/8/23 5:37
'014,BELL COUNTY,'12,'12,'12,'014909,TEMPLE ISD,INDEPENDENT,'4842330,P O BOX 788,TEMPLE,TX,76503-0788,401 SANTA FE WAY,TEMPLE,TX,76501,(254) 215-6760,(254) 215-6752,bobby.ott@tisd.org,www.tisd.org,DR BOBBY OTT   ,8615,'014909002,TEMPLE H S,REGULAR INSTRUCTIONAL,,N,N,N,'484233004827,415 N 31ST ST,TEMPLE,TX,76504-2498,415 N 31ST ST,TEMPLE,TX,76504-2498,(254) 215-7000,(254) 215-7090,jason.mayo@tisd.org,www.tisd.org,DR JASON MAYO   ,'09-12,2305,Active, ,8/8/23 5:37
'014,BELL COUNTY,'12,'12,'12,'014910,TROY ISD,INDEPENDENT,'4843260,P O BOX 409,TROY,TX,76579-0409,#1 TROJAN RD,TROY,TX,76579-0409,(254) 938-2595,(254) 938-7323,neil.jeter@troyisd.org,www.troyisd.org,MR NEIL JETER   ,1690,'014910001,TROY H S,REGULAR INSTRUCTIONAL,,N,N,N,'484326004913,P O BOX 409,TROY,TX,76579-0409,205 N WACO RD,TROY,TX,76579-0409,(254) 938-2561,(254) 938-2328,randy.hicks@troyisd.org,www.troyisd.org,MR RANDY HICKS   ,'09-12,487,Active, ,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015801,POR VIDA ACADEMY,CHARTER,'4800004,1135 MISSION RD,SAN ANTONIO,TX,78210-4598,1135 MISSION RD,SAN ANTONIO,TX,78210-4598,(210) 532-8816,(210) 534-0795,jrendon@por-vida.org,www.pvacharter.org,MR JOSEPH G RENDON   ,135,'015801001,POR VIDA ACADEMY CHARTER H S,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,N,'480000407173,1135 MISSION RD,SAN ANTONIO,TX,78210-4598,1135 MISSION RD,SAN ANTONIO,TX,78210-4598,(210) 775-1132,(210) 390-1744,mloredo@por-vida.org,www.porvidaacademy.org,MARIZA LOREDO   ,'09-12,88,Active,5/22/96,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015802,GEORGE GERVIN ACADEMY,CHARTER,'4800014,6944 SUNBELT DR S,SAN ANTONIO,TX,78218-3336,6944 SUNBELT DR S,SAN ANTONIO,TX,78218-3336,(210) 804-1786,(210) 822-0745,nhawkins@gervin-school.org,www.gervin-school.org/,NATHAN HAWKINS   ,689,'015802001,GEORGE GERVIN ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480001407174,6944 S SUNBELT DR,SAN ANTONIO,TX,78218-3335,6944 S SUNBELT DR,SAN ANTONIO,TX,78218-3335,(210) 568-8800,(210) 568-8897,flee@gervin-school.org,www.gervin-school.org/,ANNA MONROE   ,'PK-12,622,Active,5/22/96,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015805,NEW FRONTIERS PUBLIC SCHOOLS INC,CHARTER,'4800061,901 NE LOOP 410 STE 711,SAN ANTONIO,TX,78209,901 NE LOOP 410 STE 711,SAN ANTONIO,TX,78209,(210) 519-3900,(210) 532-2790,asegura@newfrontierspublicschools.org,www.newfrontierspublicschools.org,MR ALFREDO SEGURA JR   ,171,'015805001,FRANK L MADLA EARLY COLLEGE H S,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480006113123,138 FAIR AVE,SAN ANTONIO,TX,78223,1400 W VILLARET BLVD,SAN ANTONIO,TX,78224,(210) 486-3686,(210) 533-5077,kzakaria@newfrontierspublicschools.org,www.newfrontierspublicschools.org,KHALID ZAKARIA   ,'09-12,163,Active,5/2/14,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015806,LEGACY TRADITIONAL SCHOOLS - TEXAS,CHARTER,'4800062,1826 BASSE RD,SAN ANTONIO,TX,78213-4606,1826 BASSE RD,SAN ANTONIO,TX,78213-4606,(210) 431-9881,(210) 432-8467,mechiel.rozas@legacytraditional.org,texas.legacytraditional.org,MECHIEL ROZAS   ,931,'015806003,LEGACY TRADITIONAL- BASSE SECONDARY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480006212237,1826 BASSE RD,SAN ANTONIO,TX,78213,1826 BASSE RD,SAN ANTONIO,TX,78213,(210) 431-9881 ext:2134,(210) 582-2587,zondria.campbell@legacytraditional.org,texas.legacytraditional.org,CHANTRESE RAINEY-CLAYTON   ,'06-12,91,Active,8/25/08,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015807,SOUTHWEST PREPARATORY SCHOOL,CHARTER,'4800063,1258 AUSTIN HWY,SAN ANTONIO,TX,78209-4820,1258 AUSTIN HWY,SAN ANTONIO,TX,78209-4820,(210) 829-8017 ext:1   ,(210) 829-8514,christinn.jean@swprep.org,www.swprep.org,CHRISTINN JEAN   ,787,'015807001,NORTHEAST EL CAMPUS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480006307795,1258 AUSTIN HWY,SAN ANTONIO,TX,78209-4820,1258 AUSTIN HWY,SAN ANTONIO,TX,78209-4820,(210) 829-8017 ext:2   ,(210) 829-8514,ray.martinez@swprep.org,www.swprep.org,MR RAY MARTINEZ   ,'PK-05,53,Active,3/30/98,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015808,INSPIRE ACADEMIES,CHARTER,'4800053,10325 BANDERA RD,SAN ANTONIO,TX,78250,10325 BANDERA RD,SAN ANTONIO,TX,78250,(210) 638-5000,(210) 638-5075,kwhitt@braination.net,www.braination.net,MR KEN WHITT   ,735,'015808003,JHW INSPIRE ACADEMY - HAYS COUNTY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,Y,'480005309121,2250 CLOVIS R BARKER RD,SAN MARCOS,TX,78666-4002,2250 CLOVIS R BARKER RD,SAN MARCOS,TX,78666-4002,(210) 638-5400,(210) 638-5475,kheyward@braination.net,braination.net,MS KAYLA HEYWARD   ,'04-12,21,Active,9/6/02,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015809,BEXAR COUNTY ACADEMY,CHARTER,'4800077,20820 GREENFIELD RD,OAK PARK,MI,48237,1481 HILLCREST DR,SAN ANTONIO,TX,78228,(210) 432-8600,(210) 432-1195,ronny.young@academyofdallas.com,www.bexarcountyacademy.org/,RONNY YOUNG   ,238,'015809101,BEXAR COUNTY ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480007708105,1481 HILLCREST DR,SAN ANTONIO,TX,78228,1481 HILLCREST DR,SAN ANTONIO,TX,78228,(210) 432-8600,(210) 432-8667,james.mounts@bexarcountyacademy.org,bexarcountyacademy.org,MR JAMES MOUNTS   ,'EE-08,238,Active,9/1/99,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015814,POSITIVE SOLUTIONS CHARTER SCHOOL,CHARTER,'4800059,1325 N FLORES STE 100,SAN ANTONIO,TX,78212,1325 N FLORES STE 100,SAN ANTONIO,TX,78212,(210) 299-1025,(210) 299-1052,rtorres@positivesolutionsinc.net,www.positivesolutionsinc.net/,MRS RUBY TORRES   ,101,'015814001,POSITIVE SOLUTIONS CHARTER,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,N,'480005907798,1325 N FLORES ST STE 100,SAN ANTONIO,TX,78212-4905,1325 N FLORES ST STE 100,SAN ANTONIO,TX,78212-4905,(210) 299-1025,(210) 299-1052,cburns@positivesolutionsinc.net,positivesolutionsinc.net,MS CARRIE BURNS   ,'09-12,101,Active,7/1/98,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015815,HERITAGE ACADEMY,CHARTER,'4800080,6013 FOUNTAINWOOD DR,SAN ANTONIO,TX,78233,6013 FOUNTAINWOOD DR,SAN ANTONIO,TX,78233,(210) 659-0329,(210) 566-7195,rdavison@heritageacademy.net,www.heritageacademy.net,ROBERT DAVISON   ,542,'015815001,HERITAGE ACADEMY OF WINDCREST,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480008008108,8750 FOURWINDS DR,WINDCREST,TX,78239,8750 FOURWINDS DR,WINDCREST,TX,78239,(210) 354-7753,(210) 615-3954,rwhite@heritageacademy.net,www.heritageacademy.net,DR RAYE LYNN WHITE   ,'PK-05,93,Active, ,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015822,JUBILEE ACADEMIES,CHARTER,'4800179,4434 ROLAND,SAN ANTONIO,TX,78222,4434 ROLAND,SAN ANTONIO,TX,78222,(210) 333-6227,(210) 337-2357,kevin.phillips@jubileeacademic.org,www.jubileeacademies.org/,DR KEVIN PHILLIPS   ,6192,'015822001,JUBILEE SAN ANTONIO,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480017908438,4434 ROLAND,SAN ANTONIO,TX,78222,4427 CHANDLER RD,SAN ANTONIO,TX,78222,(210) 278-3880,(210) 278-3929,james.montano@jubileeacademic.org,www.jubileeacademies.org/jubilee-san-antonio,MR JAMES P MONTANO   ,'PK-12,1010,Active,1/4/01,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015825,LIGHTHOUSE PUBLIC SCHOOLS,CHARTER,'4800246,8138 WESTSHIRE DR,SAN ANTONIO,TX,78227,8138 WESTSHIRE DR,SAN ANTONIO,TX,78227,(210) 236-7693,(210) 674-4108,donald.mills@lighthousesa.org,lighthousesa.org/,DR DONALD MILLS   ,422,'015825001,LIGHTHOUSE MIDDLE,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480024613089,8138 WESTSHIRE DR,SAN ANTONIO,TX,78227,8138 WESTSHIRE DR,SAN ANTONIO,TX,78227,(210) 674-4100,(210) 674-4108,donald.mills@lighthousesa.org,lighthousesa.org,DANIELLE NAVARRO   ,'06-08,86,Active,7/2/14,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015827,SCHOOL OF SCIENCE AND TECHNOLOGY,CHARTER,'4800258,5300 WURZBACH RD STE 800,SAN ANTONIO,TX,78238,5300 WURZBACH RD STE 800,SAN ANTONIO,TX,78238,(210) 957-1955,(210) 957-1773,fshemshack@ssttx.org,www.ssttx.org,MR FAWZY SHEMSHACK   ,4315,'015827001,SST SA COLLEGE PREP H S,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480025810423,4410 DAVID EDWARDS DR,SAN ANTONIO,TX,78233,4410 DAVID EDWARDS DR,SAN ANTONIO,TX,78233,(210) 543-1111,(210) 543-1112,amamedov@ssttx.org,www.ssttx.org,ALI DAL   ,'06-12,615,Active,5/3/05,8/8/23 5:37
'015,BEXAR COUNTY,'20,'04,'20,'015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,CHARTER,'4800266,9321 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,6812 ALAMO DOWNS PKWY,SAN ANTONIO,TX,78238,(713) 343-3333,(713) 777-8555,superintendent.office@harmonytx.org,www.harmonytx.org,MR FATIH AY   ,4826,'015828001,HARMONY SCIENCE ACAD (SAN ANTONIO),REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480026611126,8505 LAKESIDE PKWY,SAN ANTONIO,TX,78245,8505 LAKESIDE PKWY,SAN ANTONIO,TX,78245,(210) 674-7788,(210) 674-7766,superintendent.office@harmonytx.org,www.hsasa.harmonytx.org/,NURAY TUNCA   ,'06-12,623,Active,4/24/06,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015830,SOMERSET ACADEMIES OF TEXAS,CHARTER,'4800268,4802 VANCE JACKSON RD,SAN ANTONIO,TX,78230,4802 VANCE JACKSON RD,SAN ANTONIO,TX,78230,(210) 541-0051,(210) 541-0049,info@somersetacademytx.org,somersetacademytx.org,DR BERNARDO MONTERO   ,3097,'015830001,SOMERSET ACADEMY BROOKS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480026811128,3803 GLOBAL WAY,SAN ANTONIO,TX,78235,3803 GLOBAL WAY,SAN ANTONIO,TX,78235,(210) 633-9006,(210) 633-9990,bonnie.salas@brooksacademy.org,brooksacademy.org,MS BONNIE SALAS   ,'PK-12,1317,Active,6/2/06,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,CHARTER,'4801400,5300 WURZBACH RD STE 800,SAN ANTONIO,TX,78238,4410 DAVID EDWARDS DR,SAN ANTONIO,TX,78233,(210) 957-1955,(210) 957-1773,fshemshack@ssttx.org,www.sstdiscovery.org,MR FAWZY SHEMSHACK   ,5644,'015831001,SST DISCOVERY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480140012140,5707 BANDERA RD,SAN ANTONIO,TX,78238,5707 BANDERA RD,SAN ANTONIO,TX,78238,(210) 543-1111,(210) 543-1112,ojacobs@ssttx.org,www.sstdiscovery.org,MR ORHAN JACOBS   ,'PK-08,530,Active,8/18/08,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015833,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,CHARTER,'4801412,501 W CESAR E CHAVEZ BLVD,SAN ANTONIO,TX,78205,501 W CESAR E CHAVEZ BLVD,SAN ANTONIO,TX,78205,(210) 226-4031,(210) 802-3025,jsanchez@thealamedaschool.org,www.thealamedaschool.org,JESSICA SANCHEZ   ,75,'015833001,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480141212313,501 W CESAR E CHAVEZ BLVD,SAN ANTONIO,TX,78207,501 W CESAR E CHAVEZ BLVD,SAN ANTONIO,TX,78207,(210) 226-4031,(210) 802-3025,jsanchez@thealamedaschool.org,www.thealamedaschool.org,JESSICA SANCHEZ   ,'09-12,75,Active,7/14/09,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015834,BASIS TEXAS,CHARTER,'4801438,404 E RAMSEY STE 106,SAN ANTONIO,TX,78216,404 E RAMSEY STE 106,SAN ANTONIO,TX,78216,(210) 981-1071,(210) 877-9214,andrea.perez@btxschools.org,www.btxschools.org,MS ANDREA PEREZ   ,4972,'015834001,BASIS SAN ANTONIO- SHAVANO CAMPUS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480143813036,404 E RAMSEY STE 106,SAN ANTONIO,TX,78216,4114 LOCKHILL SELMA RD,SAN ANTONIO,TX,78230,(210) 874-9250,(480) 289-2089,bridgett.parker@basised.com,www.basissanantonio.org,BRIDGETT PARKER   ,'06-12,1018,Active,8/26/13,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015835,GREAT HEARTS TEXAS,CHARTER,'4801441,12500 SAN PEDRO AVE,SAN ANTONIO,TX,78216,12500 SAN PEDRO AVE,SAN ANTONIO,TX,78216,(210) 888-9475,(210) 888-9475,Brendan.Miniter@greatheartstxschools.org,www.greatheartstx.org,BRENDAN MINITER   ,9970,'015835001,GREAT HEARTS MONTE VISTA,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480144112996,211 BELKNAP PLACE,SAN ANTONIO,TX,78212,211 BELKNAP PLACE,SAN ANTONIO,TX,78212,(210) 888-9485,(602) 438-7242,monet.lessner@greatheartsmontevista.org,www.greatheartstx.org/,MS MONET LESSNER   ,'KG-05,462,Active,8/18/14,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,CHARTER,'4801435,11327 DREAMLAND DR,SAN ANTONIO,TX,78230,11327 DREAMLAND DR,SAN ANTONIO,TX,78230,(210) 890-7261,(210) 890-7250,office@ekhla.org,www.ekhla.org,MS KATHRYN COHEN   ,478,'015836001,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480143513053,11327 DREAMLAND DR,SAN ANTONIO,TX,78230,11327 DREAMLAND DR,SAN ANTONIO,TX,78230,(210) 890-7267,(210) 890-7250,office@ekhla.org,www.ekhla.org,KATHRYN COHEN   ,'KG-08,478,Active,8/12/13,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015838,COMPASS ROSE PUBLIC SCHOOLS,CHARTER,'4801457,8005 OUTER CIR DR,SAN ANTONIO,TX,78235,8005 OUTER CIR DR,SAN ANTONIO,TX,78235,(210) 540-9265,(999) 999-9999,paul.morrissey@compassroseschools.org,www.compassrosesa.org,MR PAUL MORRISSEY   ,2702,'015838001,COMPASS ROSE LEGACY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480145713398,3300 SIDNEY BROOKS,SAN ANTONIO,TX,78235,3300 SIDNEY BROOKS,SAN ANTONIO,TX,78235,(210) 890-8448,(000) 000-0000,Christina.Cardenas@compassroseschools.org,www.compassroseSA.org,CHRISTINA CARDENAS   ,'06-12,542,Active,8/7/17,8/8/23 5:37
'015,BEXAR COUNTY,'20,'20,'20,'015839,PROMESA ACADEMY CHARTER SCHOOL,CHARTER,'4801467,603 MERIDA,SAN ANTONIO,TX,78207,603 MERIDA,SAN ANTONIO,TX,78207,(210) 560-3575,(000) 000-0000,ashemshack@promesaacademy.org,www.promesaacademy.org,ATIKAH SHEMSHACK   ,313,'015839001,PROMESA ACADEMY CHARTER SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480146713752,603 MERIDA,SAN ANTONIO,TX,78207,603 MERIDA,SAN ANTONIO,TX,78207,(210) 560-3575,(210) 560-3575,info@promesaacademy.org,www.promesaacademy.org,ANA GABRIELA JOSEPH   ,'KG-05,313,Active,9/16/20,8/8/23 5:37
